01/15/2010	1887.31	1899.77	1857.11	1864.52	0	
01/14/2010	1880.46	1891.73	1878.50	1886.52	0	
01/13/2010	1868.20	1890.81	1855.27	1886.13	0	
01/12/2010	1874.75	1876.76	1852.31	1861.79	0	
01/11/2010	1896.05	1897.49	1876.25	1886.24	0	
01/08/2010	1870.90	1893.25	1868.55	1892.59	0	
01/07/2010	1878.16	1881.33	1867.62	1876.72	0	
01/06/2010	1887.91	1893.21	1873.90	1878.42	0	
01/05/2010	1887.28	1891.33	1877.52	1888.43	0	
01/04/2010	1882.69	1890.02	1880.29	1886.70	0	
12/31/2009	1881.71	1883.12	1860.31	1860.31	0	
12/30/2009	1872.63	1881.15	1865.52	1878.65	0	
12/29/2009	1879.72	1881.94	1871.13	1872.02	0	
12/28/2009	1874.71	1882.58	1868.14	1878.18	0	
12/24/2009	1856.06	1869.90	1855.25	1869.84	0	
12/23/2009	1842.65	1853.15	1839.12	1851.99	0	
12/22/2009	1833.72	1841.64	1832.10	1839.51	0	
12/21/2009	1818.39	1835.00	1815.97	1828.79	0	
12/18/2009	1794.12	1808.26	1790.14	1807.36	0	
12/17/2009	1791.46	1794.86	1777.08	1778.27	0	
12/16/2009	1805.53	1814.49	1798.52	1800.82	0	
12/15/2009	1801.58	1813.38	1793.60	1798.21	0	
12/14/2009	1802.28	1810.75	1794.30	1809.09	0	
12/11/2009	1808.84	1810.31	1784.82	1792.06	0	
12/10/2009	1799.85	1808.23	1797.03	1799.37	0	
12/09/2009	1770.05	1791.13	1759.34	1789.70	0	
12/08/2009	1772.39	1786.04	1760.86	1772.73	0	
12/07/2009	1791.35	1797.63	1779.47	1783.65	0	
12/04/2009	1808.60	1815.60	1773.31	1791.91	0	
12/03/2009	1795.25	1806.35	1781.76	1782.91	0	
12/02/2009	1791.61	1805.97	1786.23	1790.82	0	
12/01/2009	1782.85	1798.48	1782.85	1787.71	0	
11/30/2009	1762.99	1770.87	1750.88	1767.43	0	
11/27/2009	1743.39	1779.26	1742.20	1765.46	0	
11/25/2009	1790.69	1795.27	1786.87	1793.67	0	
11/24/2009	1791.54	1792.18	1776.10	1786.25	0	
11/23/2009	1782.92	1801.22	1782.91	1792.94	0	
11/20/2009	1760.54	1768.35	1758.00	1764.39	0	
11/19/2009	1788.75	1789.00	1761.11	1773.19	0	
11/18/2009	1807.11	1807.53	1789.66	1801.74	0	
11/17/2009	1802.04	1812.21	1797.74	1812.21	0	
11/16/2009	1794.88	1814.25	1793.63	1807.56	0	
11/13/2009	1780.04	1793.17	1773.29	1788.61	0	
11/12/2009	1784.69	1794.12	1769.64	1773.14	0	
11/11/2009	1784.90	1793.52	1772.47	1782.95	0	
11/10/2009	1765.52	1777.86	1763.89	1773.17	0	
11/09/2009	1743.55	1768.41	1742.97	1768.40	0	
11/06/2009	1709.82	1733.22	1709.44	1730.76	0	
11/05/2009	1700.07	1722.93	1697.94	1721.09	0	
11/04/2009	1687.12	1701.47	1678.17	1680.67	0	
11/03/2009	1661.85	1679.42	1660.10	1679.20	0	
11/02/2009	1667.06	1689.30	1652.44	1672.91	0	
10/30/2009	1707.92	1712.93	1663.94	1667.13	0	
10/29/2009	1694.27	1714.36	1688.68	1711.27	0	
10/28/2009	1712.80	1719.82	1679.35	1682.06	0	
10/27/2009	1746.99	1751.65	1715.11	1722.46	0	
10/26/2009	1756.50	1778.48	1739.96	1746.75	0	
10/23/2009	1774.05	1777.57	1749.03	1753.63	0	
10/22/2009	1749.30	1767.58	1739.59	1763.15	0	
10/21/2009	1754.71	1780.83	1750.91	1753.56	0	
10/20/2009	1766.05	1766.72	1745.81	1756.19	0	
10/19/2009	1741.43	1758.50	1732.02	1756.68	0	
10/16/2009	1747.47	1747.47	1727.56	1739.32	0	
10/15/2009	1747.81	1753.36	1742.89	1753.36	0	
10/14/2009	1750.26	1756.25	1742.25	1754.26	0	
10/13/2009	1729.16	1737.39	1722.68	1730.27	0	
10/12/2009	1732.75	1742.18	1719.02	1729.63	0	
10/09/2009	1713.47	1729.22	1710.58	1727.76	0	
10/08/2009	1720.91	1732.11	1713.60	1717.79	0	
10/07/2009	1701.40	1710.45	1698.63	1710.45	0	
10/06/2009	1684.75	1712.59	1684.08	1705.25	0	
10/05/2009	1668.70	1682.77	1660.37	1675.64	0	
10/02/2009	1656.77	1676.22	1656.57	1662.49	0	
10/01/2009	1710.50	1711.70	1666.41	1666.41	0	
09/30/2009	1723.91	1731.44	1691.76	1718.99	0	
09/29/2009	1724.20	1732.31	1709.28	1717.67	0	
09/28/2009	1702.95	1733.79	1702.52	1724.59	0	
09/25/2009	1696.99	1710.29	1690.68	1694.15	0	
09/24/2009	1732.95	1734.92	1698.69	1709.76	0	
09/23/2009	1739.93	1754.54	1722.99	1724.27	0	
09/22/2009	1740.13	1740.13	1727.50	1734.09	0	
09/21/2009	1717.37	1735.32	1714.10	1731.58	0	
09/18/2009	1728.91	1731.87	1716.45	1725.24	0	
09/17/2009	1721.58	1732.42	1714.33	1721.09	0	
09/16/2009	1705.97	1724.67	1699.74	1723.73	0	
09/15/2009	1691.28	1703.46	1688.46	1699.53	0	
09/14/2009	1673.55	1693.76	1673.13	1693.76	0	
09/11/2009	1684.84	1689.68	1674.14	1685.46	0	
09/10/2009	1668.64	1686.27	1665.49	1686.16	0	
09/09/2009	1655.92	1676.25	1648.92	1669.23	0	
09/08/2009	1651.64	1655.62	1643.44	1654.81	0	
09/04/2009	1609.63	1639.90	1606.47	1638.07	0	
09/03/2009	1601.16	1607.15	1585.56	1605.98	0	
09/02/2009	1588.09	1602.90	1586.55	1594.28	0	
09/01/2009	1620.09	1648.27	1591.01	1595.84	0	
08/31/2009	1628.21	1632.07	1616.52	1625.19	0	
08/28/2009	1661.49	1668.01	1631.47	1643.24	0	
08/27/2009	1636.13	1643.18	1611.73	1640.97	0	
08/26/2009	1636.82	1648.77	1628.41	1637.00	0	
08/25/2009	1640.42	1655.25	1635.38	1639.90	0	
08/24/2009	1641.45	1648.18	1629.77	1634.78	0	
08/21/2009	1620.47	1639.23	1615.12	1637.78	0	
08/20/2009	1594.58	1618.12	1593.12	1614.22	0	
08/19/2009	1568.41	1600.23	1566.44	1596.61	0	
08/18/2009	1573.32	1588.89	1569.22	1586.50	0	
08/17/2009	1583.29	1583.29	1563.14	1564.89	0	
08/14/2009	1623.49	1624.47	1596.95	1611.58	0	
08/13/2009	1628.37	1632.20	1611.24	1628.65	0	
08/12/2009	1595.26	1634.12	1594.76	1619.59	0	
08/11/2009	1603.68	1605.80	1587.40	1594.69	0	
